"date","geography","geography code","Qualifications: All categories: Highest level of qualification; measures: Value","Qualifications: No qualifications; measures: Value","Qualifications: Highest level of qualification: Level 1 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 2 qualifications; measures: Value","Qualifications: Highest level of qualification: Apprenticeship; measures: Value","Qualifications: Highest level of qualification: Level 3 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 4 qualifications and above; measures: Value","Qualifications: Highest level of qualification: Other qualifications; measures: Value","Qualifications: Schoolchildren and full-time students: Age 16 to 17; measures: Value","Qualifications: Schoolchildren and full-time students: Age 18 and over; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: In employment; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: Unemployed; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically inactive; measures: Value"
"2011","N00003178 (Dungiven ward)","N00003178",262,114,25,26,10,23,52,12,11,14,6,0,8
"2011","N00003179 (Dungiven ward)","N00003179",464,176,31,61,22,59,85,30,13,25,7,1,17
"2011","N00003180 (Enagh ward)","N00003180",196,75,20,28,7,19,37,10,6,3,0,0,3
"2011","N00003181 (Enagh ward)","N00003181",254,62,36,46,6,34,55,15,9,15,5,0,10
"2011","N00003182 (Enagh ward)","N00003182",248,39,26,57,14,48,57,7,13,19,7,3,9
"2011","N00003183 (Enagh ward)","N00003183",323,93,46,55,19,55,44,11,16,26,10,2,14
"2011","N00003184 (Enagh ward)","N00003184",250,100,42,41,4,26,24,13,11,11,6,0,5
"2011","N00003185 (Enagh ward)","N00003185",185,78,25,36,4,19,17,6,10,10,4,0,6
"2011","N00003186 (Enagh ward)","N00003186",215,93,31,35,4,26,18,8,8,12,2,2,8
"2011","N00003187 (Enagh ward)","N00003187",271,100,24,40,9,46,46,6,9,12,2,0,10
"2011","N00003188 (Feeny ward)","N00003188",463,149,58,68,26,52,92,18,21,15,3,4,8
"2011","N00003189 (Feeny ward)","N00003189",299,113,30,52,10,34,47,13,21,22,4,2,16
"2011","N00003190 (Feeny ward)","N00003190",342,106,32,50,28,45,70,11,19,27,13,1,13
"2011","N00003191 (Feeny ward)","N00003191",277,137,31,36,18,18,29,8,13,14,2,0,12
"2011","N00003192 (Feeny ward)","N00003192",316,153,32,36,15,34,36,10,8,10,3,1,6
"2011","N00003193 (Forest ward)","N00003193",320,114,41,52,11,35,59,8,18,16,2,1,13
"2011","N00003194 (Forest ward)","N00003194",344,142,34,55,11,44,55,3,12,21,6,1,14
"2011","N00003195 (Forest ward)","N00003195",409,150,55,55,19,55,66,9,16,18,5,0,13
"2011","N00003196 (Forest ward)","N00003196",311,72,41,60,13,48,62,15,15,13,3,1,9
"2011","N00003197 (Forest ward)","N00003197",292,74,43,49,14,37,63,12,14,13,5,2,6
"2011","N00003198 (Forest ward)","N00003198",247,75,49,48,11,33,28,3,13,16,2,0,14
"2011","N00003199 (Glack ward)","N00003199",361,110,24,63,25,43,84,12,11,15,6,1,8
"2011","N00003200 (Glack ward)","N00003200",338,104,31,52,23,46,65,17,13,19,7,0,12
"2011","N00003201 (Glack ward)","N00003201",344,108,35,53,25,54,58,11,16,21,4,2,15
"2011","N00003202 (Glack ward)","N00003202",325,122,27,53,19,38,57,9,15,13,4,1,8
"2011","N00003203 (Glack ward)","N00003203",280,115,28,41,12,31,42,11,4,5,3,0,2
"2011","N00003204 (Gresteel ward)","N00003204",391,152,44,63,11,51,59,11,16,23,5,2,16
"2011","N00003205 (Gresteel ward)","N00003205",385,112,43,68,16,43,91,12,9,23,14,0,9
"2011","N00003206 (Gresteel ward)","N00003206",253,79,29,43,8,35,52,7,10,18,4,3,11
"2011","N00003207 (Gresteel ward)","N00003207",323,91,30,52,17,36,89,8,18,14,5,3,6
"2011","N00003208 (Gresteel ward)","N00003208",309,117,44,31,12,37,53,15,10,17,12,0,5
"2011","N00003209 (Gresteel ward)","N00003209",937,136,130,174,33,165,247,52,23,41,14,3,24
"2011","N00003210 (Gresteel ward)","N00003210",198,62,27,43,7,27,27,5,4,15,1,1,13
"2011","N00003211 (Greystone ward)","N00003211",213,94,34,27,6,22,16,14,11,13,3,1,9
"2011","N00003212 (Greystone ward)","N00003212",268,136,35,30,6,23,28,10,13,7,0,2,5
"2011","N00003213 (Greystone ward)","N00003213",190,105,20,16,6,13,21,9,2,7,0,0,7
"2011","N00003214 (Greystone ward)","N00003214",172,106,20,24,2,10,10,0,6,6,1,1,4
"2011","N00003215 (Greystone ward)","N00003215",212,105,32,23,9,16,15,12,9,7,1,2,4
"2011","N00003216 (Magilligan ward)","N00003216",305,126,32,38,15,30,44,20,12,9,2,0,7
"2011","N00003217 (Magilligan ward)","N00003217",247,80,29,34,11,25,55,13,5,4,1,0,3
"2011","N00003218 (Magilligan ward)","N00003218",449,171,37,66,8,44,88,35,15,16,3,0,13
"2011","N00003219 (Magilligan ward)","N00003219",749,303,99,97,58,69,78,45,9,18,4,2,12
"2011","N00003220 (Magilligan ward)","N00003220",287,131,37,33,9,25,44,8,8,18,10,0,8
"2011","N00003221 (Rathbrady ward)","N00003221",250,58,27,40,11,36,66,12,9,12,3,2,7
"2011","N00003222 (Rathbrady ward)","N00003222",285,86,25,42,14,34,74,10,9,14,4,1,9
"2011","N00003223 (Rathbrady ward)","N00003223",243,114,36,32,9,25,18,9,9,5,2,0,3
"2011","N00003224 (Rathbrady ward)","N00003224",225,73,29,29,12,25,40,17,2,14,3,1,10
"2011","N00003225 (Rathbrady ward)","N00003225",254,58,25,41,12,27,78,13,6,11,1,0,10
"2011","N00003226 (Roeside ward)","N00003226",226,45,17,30,7,21,96,10,10,8,1,0,7
"2011","N00003227 (Roeside ward)","N00003227",194,67,26,20,7,19,48,7,4,4,3,0,1
"2011","N00003228 (Roeside ward)","N00003228",276,104,29,38,13,22,43,27,5,8,0,1,7
"2011","N00003229 (Roeside ward)","N00003229",193,102,21,32,3,14,18,3,3,5,1,0,4
"2011","N00003230 (Roeside ward)","N00003230",192,116,12,25,3,15,17,4,4,4,0,0,4
"2011","N00003231 (Roeside ward)","N00003231",161,82,16,12,4,14,21,12,9,4,0,1,3
"2011","N00003232 (The Highlands ward)","N00003232",376,120,54,53,9,50,76,14,15,19,4,0,15
"2011","N00003233 (The Highlands ward)","N00003233",307,154,36,28,14,26,44,5,7,18,7,0,11
"2011","N00003234 (The Highlands ward)","N00003234",427,159,48,65,27,51,65,12,15,27,2,3,22
"2011","N00003235 (The Highlands ward)","N00003235",400,140,49,66,18,42,78,7,20,22,9,1,12
"2011","N00003236 (Upper Glenshane ward)","N00003236",321,97,45,54,10,40,61,14,12,26,7,2,17
"2011","N00003237 (Upper Glenshane ward)","N00003237",726,238,85,110,24,96,147,26,22,52,11,4,37
"2011","N00003238 (Upper Glenshane ward)","N00003238",432,137,33,79,20,62,89,12,23,29,5,0,24
"2011","N00003239 (Upper Glenshane ward)","N00003239",336,102,39,45,24,34,72,20,12,18,1,1,16
"2011","N00003624 (Armoy ward)","N00003624",515,150,59,78,31,59,113,25,18,13,6,0,7
"2011","N00003625 (Armoy ward)","N00003625",333,153,34,49,17,35,37,8,12,12,1,2,9
"2011","N00003626 (Ballylough ward)","N00003626",292,81,30,54,14,33,72,8,10,11,6,1,4
"2011","N00003627 (Ballylough ward)","N00003627",253,117,38,31,8,25,25,9,6,4,1,0,3
"2011","N00003628 (Ballylough ward)","N00003628",274,128,32,31,13,17,45,8,1,3,1,0,2
"2011","N00003629 (Bonamargy and Rathlin ward)","N00003629",249,67,22,26,8,28,82,16,10,14,2,0,12
"2011","N00003630 (Bonamargy and Rathlin ward)","N00003630",525,142,47,68,19,44,185,20,5,15,6,0,9
"2011","N00003631 (Bushmills ward)","N00003631",163,86,25,19,3,11,15,4,2,6,3,0,3
"2011","N00003632 (Bushmills ward)","N00003632",246,68,23,37,6,25,74,13,9,4,0,0,4
"2011","N00003633 (Bushmills ward)","N00003633",187,118,28,22,4,6,5,4,5,5,0,0,5
"2011","N00003634 (Carnmoon ward)","N00003634",256,102,36,49,7,26,30,6,10,9,4,2,3
"2011","N00003635 (Carnmoon ward)","N00003635",250,96,19,29,12,29,48,17,11,9,1,2,6
"2011","N00003636 (Carnmoon ward)","N00003636",261,77,40,31,5,37,64,7,5,15,3,1,11
"2011","N00003637 (Dalriada ward)","N00003637",313,68,27,54,6,34,112,12,18,15,4,0,11
"2011","N00003638 (Dalriada ward)","N00003638",348,76,42,61,15,46,101,7,22,23,7,2,14
"2011","N00003639 (Dalriada ward)","N00003639",263,51,29,42,10,30,87,14,9,15,4,0,11
"2011","N00003640 (Dalriada ward)","N00003640",256,101,30,34,11,24,45,11,14,7,0,0,7
"2011","N00003641 (Dunseverick ward)","N00003641",377,133,39,55,18,39,82,11,10,13,4,4,5
"2011","N00003642 (Dunseverick ward)","N00003642",297,104,36,49,16,19,58,15,7,9,4,0,5
"2011","N00003643 (Glenaan ward)","N00003643",314,97,36,47,10,46,60,18,4,13,2,0,11
"2011","N00003644 (Glenaan ward)","N00003644",259,50,29,38,22,35,77,8,5,9,2,1,6
"2011","N00003645 (Glenaan ward)","N00003645",415,116,49,69,18,45,93,25,10,20,8,0,12
"2011","N00003646 (Glenariff ward)","N00003646",409,82,51,72,22,66,100,16,13,33,9,0,24
"2011","N00003647 (Glenariff ward)","N00003647",524,131,68,97,25,63,112,28,20,25,7,1,17
"2011","N00003648 (Glenariff ward)","N00003648",349,78,36,67,19,48,84,17,6,24,6,2,16
"2011","N00003649 (Glendun ward)","N00003649",389,108,41,55,36,44,99,6,11,29,14,2,13
"2011","N00003650 (Glendun ward)","N00003650",306,61,40,47,17,30,105,6,16,10,5,0,5
"2011","N00003651 (Glendun ward)","N00003651",294,107,33,39,16,18,62,19,9,11,4,0,7
"2011","N00003652 (Glenshesk ward)","N00003652",518,150,59,79,27,70,109,24,21,32,13,1,18
"2011","N00003653 (Glenshesk ward)","N00003653",287,81,35,42,11,30,79,9,12,15,5,0,10
"2011","N00003654 (Glentaisie ward)","N00003654",198,66,31,36,10,16,31,8,6,11,1,1,9
"2011","N00003655 (Glentaisie ward)","N00003655",177,78,21,23,9,14,24,8,6,3,0,0,3
"2011","N00003656 (Glentaisie ward)","N00003656",356,74,59,57,17,46,84,19,12,21,7,2,12
"2011","N00003657 (Glentaisie ward)","N00003657",305,85,47,38,11,38,61,25,8,10,2,1,7
"2011","N00003658 (Kinbane ward)","N00003658",432,139,61,60,20,49,84,19,17,21,3,2,16
"2011","N00003659 (Kinbane ward)","N00003659",295,93,44,41,18,30,59,10,7,11,5,0,6
"2011","N00003660 (Knocklayd ward)","N00003660",304,103,27,53,11,33,70,7,10,8,0,0,8
"2011","N00003661 (Knocklayd ward)","N00003661",299,103,33,44,19,30,60,10,11,16,7,0,9
"2011","N00003662 (Knocklayd ward)","N00003662",175,74,23,23,8,15,27,5,4,3,1,0,2
"2011","N00003663 (Knocklayd ward)","N00003663",219,98,26,35,9,21,23,7,11,13,1,0,12
"2011","N00003664 (Knocklayd ward)","N00003664",360,84,43,57,10,62,89,15,10,16,3,0,13
"2011","N00003665 (Moss-Side and Moyarget ward)","N00003665",374,135,46,61,17,32,70,13,12,13,3,1,9
"2011","N00003666 (Moss-Side and Moyarget ward)","N00003666",387,143,55,59,17,43,55,15,11,17,4,0,13
"2011","N00002396 (Altnagelvin ward)","N00002396",238,125,20,32,14,22,14,11,7,7,2,1,4
"2011","N00002397 (Altnagelvin ward)","N00002397",261,128,38,38,3,18,32,4,3,16,5,0,11
"2011","N00002398 (Altnagelvin ward)","N00002398",282,145,44,45,13,21,9,5,12,7,3,1,3
"2011","N00002399 (Altnagelvin ward)","N00002399",205,78,19,37,10,23,30,8,4,9,3,1,5
"2011","N00002400 (Altnagelvin ward)","N00002400",196,92,14,24,6,15,38,7,3,4,2,1,1
"2011","N00002401 (Altnagelvin ward)","N00002401",1107,207,144,177,35,130,373,41,43,56,13,9,34
"2011","N00002402 (Altnagelvin ward)","N00002402",206,40,14,21,7,29,87,8,5,8,1,0,7
"2011","N00002403 (Altnagelvin ward)","N00002403",348,92,48,45,17,43,85,18,10,5,1,0,4
"2011","N00002404 (Altnagelvin ward)","N00002404",688,195,101,95,26,110,140,21,22,24,12,0,12
"2011","N00002405 (Altnagelvin ward)","N00002405",266,74,37,38,10,35,56,16,7,20,10,0,10
"2011","N00002406 (Ballynashallog ward)","N00002406",268,49,17,28,6,26,133,9,6,17,6,0,11
"2011","N00002407 (Ballynashallog ward)","N00002407",235,52,19,28,7,23,98,8,6,9,2,0,7
"2011","N00002408 (Ballynashallog ward)","N00002408",340,90,15,42,4,27,151,11,9,17,4,2,11
"2011","N00002409 (Ballynashallog ward)","N00002409",270,98,29,38,10,38,52,5,9,15,5,3,7
"2011","N00002410 (Ballynashallog ward)","N00002410",252,81,38,37,10,29,47,10,7,16,7,4,5
"2011","N00002411 (Ballynashallog ward)","N00002411",274,27,12,40,7,38,141,9,13,28,9,3,16
"2011","N00002412 (Ballynashallog ward)","N00002412",296,39,18,52,7,40,132,8,25,24,9,4,11
"2011","N00002413 (Ballynashallog ward)","N00002413",318,43,27,47,11,39,144,7,14,25,9,2,14
"2011","N00002414 (Ballynashallog ward)","N00002414",245,29,15,36,16,31,114,4,10,12,4,1,7
"2011","N00002415 (Ballynashallog ward)","N00002415",240,67,24,28,6,31,73,11,5,13,9,0,4
"2011","N00002416 (Banagher ward)","N00002416",367,143,44,45,11,35,75,14,13,7,1,0,6
"2011","N00002417 (Banagher ward)","N00002417",273,99,31,43,26,22,44,8,10,8,2,1,5
"2011","N00002418 (Banagher ward)","N00002418",401,119,50,57,21,52,94,8,20,24,7,1,16
"2011","N00002419 (Banagher ward)","N00002419",485,128,61,67,17,65,134,13,18,21,4,1,16
"2011","N00002420 (Banagher ward)","N00002420",383,140,42,46,22,35,91,7,11,22,7,1,14
"2011","N00002421 (Banagher ward)","N00002421",320,116,44,34,16,27,75,8,12,19,10,0,9
"2011","N00002422 (Banagher ward)","N00002422",388,124,54,65,19,31,89,6,16,18,5,1,12
"2011","N00002423 (Beechwood ward)","N00002423",188,104,24,26,4,9,21,0,8,9,2,1,6
"2011","N00002424 (Beechwood ward)","N00002424",278,81,32,45,10,34,67,9,8,21,5,3,13
"2011","N00002425 (Beechwood ward)","N00002425",246,93,25,30,6,35,51,6,1,10,5,1,4
"2011","N00002426 (Beechwood ward)","N00002426",288,79,33,46,12,35,73,10,15,18,7,3,8
"2011","N00002427 (Beechwood ward)","N00002427",298,148,19,45,14,28,37,7,11,20,9,1,10
"2011","N00002428 (Beechwood ward)","N00002428",257,114,30,29,11,30,35,8,9,16,4,0,12
"2011","N00002429 (Beechwood ward)","N00002429",267,149,24,39,3,23,23,6,5,8,1,1,6
"2011","N00002430 (Brandywell ward)","N00002430",246,117,35,39,6,24,19,6,11,18,3,2,13
"2011","N00002431 (Brandywell ward)","N00002431",766,386,79,91,26,86,84,14,40,52,17,3,32
"2011","N00002432 (Brandywell ward)","N00002432",215,114,32,21,4,16,21,7,6,10,3,1,6
"2011","N00002433 (Brandywell ward)","N00002433",312,108,47,45,6,45,52,9,16,34,14,4,16
"2011","N00002434 (Brandywell ward)","N00002434",172,86,34,22,5,9,12,4,9,10,1,2,7
"2011","N00002435 (Brandywell ward)","N00002435",244,132,13,23,18,28,23,7,2,14,8,0,6
"2011","N00002436 (Carn Hill ward)","N00002436",313,120,52,47,11,31,46,6,15,28,10,2,16
"2011","N00002437 (Carn Hill ward)","N00002437",213,51,21,38,13,32,54,4,11,18,5,5,8
"2011","N00002438 (Carn Hill ward)","N00002438",289,118,44,38,11,30,34,14,9,10,7,0,3
"2011","N00002439 (Carn Hill ward)","N00002439",256,130,25,30,12,24,27,8,6,17,5,0,12
"2011","N00002440 (Carn Hill ward)","N00002440",240,92,41,39,5,26,31,6,8,12,2,0,10
"2011","N00002441 (Carn Hill ward)","N00002441",187,100,24,20,8,15,11,9,6,2,1,0,1
"2011","N00002442 (Carn Hill ward)","N00002442",251,121,37,35,8,22,26,2,10,12,1,1,10
"2011","N00002443 (Carn Hill ward)","N00002443",266,101,36,30,11,36,48,4,10,18,6,5,7
"2011","N00002444 (Caw ward)","N00002444",654,213,83,100,20,69,146,23,17,35,15,6,14
"2011","N00002445 (Caw ward)","N00002445",267,65,12,37,5,20,109,19,5,9,2,0,7
"2011","N00002446 (Caw ward)","N00002446",208,93,24,37,7,21,21,5,1,4,1,0,3
"2011","N00002447 (Caw ward)","N00002447",250,127,24,32,7,23,29,8,5,13,6,1,6
"2011","N00002448 (Caw ward)","N00002448",257,125,35,42,8,20,17,10,10,10,4,1,5
"2011","N00002449 (Caw ward)","N00002449",231,82,29,38,5,17,51,9,9,10,3,2,5
"2011","N00002450 (Caw ward)","N00002450",238,95,23,25,14,34,37,10,3,7,4,0,3
"2011","N00002451 (Clondermot ward)","N00002451",483,230,70,74,15,31,49,14,17,30,6,5,19
"2011","N00002452 (Clondermot ward)","N00002452",250,90,35,40,5,27,45,8,10,12,5,0,7
"2011","N00002453 (Clondermot ward)","N00002453",300,106,30,45,11,40,57,11,8,22,10,3,9
"2011","N00002454 (Clondermot ward)","N00002454",330,148,30,35,15,20,71,11,7,15,3,1,11
"2011","N00002455 (Clondermot ward)","N00002455",312,47,27,49,12,46,121,10,13,17,3,2,12
"2011","N00002456 (Clondermot ward)","N00002456",316,84,30,42,16,37,96,11,13,18,6,0,12
"2011","N00002457 (Clondermot ward)","N00002457",417,105,55,70,21,57,99,10,13,16,8,2,6
"2011","N00002458 (Claudy ward)","N00002458",247,132,34,29,9,18,19,6,7,6,2,0,4
"2011","N00002459 (Claudy ward)","N00002459",613,211,65,93,21,59,142,22,23,28,11,3,14
"2011","N00002460 (Claudy ward)","N00002460",316,70,45,50,13,47,80,11,10,22,5,2,15
"2011","N00002461 (Claudy ward)","N00002461",423,141,42,73,18,48,94,7,17,27,9,1,17
"2011","N00002462 (Claudy ward)","N00002462",396,154,45,50,17,45,73,12,15,19,3,0,16
"2011","N00002463 (Claudy ward)","N00002463",342,114,46,55,19,35,66,7,15,26,11,1,14
"2011","N00002464 (Claudy ward)","N00002464",326,100,46,35,13,33,91,8,13,14,6,0,8
"2011","N00002465 (Creggan Central ward)","N00002465",561,268,86,95,5,55,42,10,57,60,16,9,35
"2011","N00002466 (Creggan Central ward)","N00002466",228,106,27,30,13,30,15,7,12,22,6,2,14
"2011","N00002467 (Creggan Central ward)","N00002467",232,103,26,32,11,32,26,2,13,24,4,2,18
"2011","N00002468 (Creggan Central ward)","N00002468",239,90,31,31,7,33,42,5,13,7,4,2,1
"2011","N00002469 (Creggan Central ward)","N00002469",463,185,61,72,18,56,62,9,16,31,3,6,22
"2011","N00002470 (Creggan Central ward)","N00002470",303,153,36,30,12,35,34,3,9,21,6,0,15
"2011","N00002471 (Creggan South ward)","N00002471",254,133,33,33,5,20,23,7,10,17,10,1,6
"2011","N00002472 (Creggan South ward)","N00002472",330,165,40,40,12,34,34,5,13,26,11,3,12
"2011","N00002473 (Creggan South ward)","N00002473",264,144,29,42,4,22,21,2,13,25,7,2,16
"2011","N00002474 (Creggan South ward)","N00002474",272,121,39,39,12,30,27,4,16,21,6,2,13
"2011","N00002475 (Creggan South ward)","N00002475",307,162,40,33,11,32,23,6,14,19,4,5,10
"2011","N00002476 (Creggan South ward)","N00002476",309,166,31,49,7,23,26,7,10,22,7,5,10
"2011","N00002477 (Crevagh ward)","N00002477",234,117,20,25,2,34,30,6,13,12,2,3,7
"2011","N00002478 (Crevagh ward)","N00002478",366,117,60,74,9,43,53,10,21,46,11,7,28
"2011","N00002479 (Crevagh ward)","N00002479",379,72,28,70,13,54,137,5,23,30,10,4,16
"2011","N00002480 (Crevagh ward)","N00002480",508,149,54,70,18,73,128,16,21,32,14,4,14
"2011","N00002481 (Crevagh ward)","N00002481",223,96,40,30,7,22,24,4,15,30,8,8,14
"2011","N00002482 (Crevagh ward)","N00002482",216,94,38,34,7,22,15,6,8,15,5,2,8
"2011","N00002483 (Crevagh ward)","N00002483",243,107,31,33,7,27,33,5,10,11,1,3,7
"2011","N00002484 (Crevagh ward)","N00002484",235,100,37,43,6,27,17,5,14,18,4,2,12
"2011","N00002485 (Crevagh ward)","N00002485",213,100,24,31,8,22,25,3,16,16,6,0,10
"2011","N00002486 (Crevagh ward)","N00002486",315,110,52,59,10,35,39,10,24,27,9,1,17
"2011","N00002487 (Crevagh ward)","N00002487",341,74,60,63,13,51,65,15,22,30,15,1,14
"2011","N00002488 (Crevagh ward)","N00002488",900,207,141,159,32,142,202,17,73,87,33,7,47
"2011","N00002489 (Culmore ward)","N00002489",635,108,50,89,23,87,252,26,29,36,13,4,19
"2011","N00002490 (Culmore ward)","N00002490",290,80,33,46,18,28,67,18,16,10,4,0,6
"2011","N00002491 (Culmore ward)","N00002491",254,106,42,37,4,26,35,4,13,18,8,1,9
"2011","N00002492 (Culmore ward)","N00002492",206,90,35,34,5,20,14,8,13,16,7,1,8
"2011","N00002493 (Culmore ward)","N00002493",248,131,30,29,10,28,17,3,5,9,1,2,6
"2011","N00002494 (Culmore ward)","N00002494",198,86,25,37,5,22,20,3,14,22,5,3,14
"2011","N00002495 (Culmore ward)","N00002495",427,137,57,70,20,53,82,8,17,29,12,7,10
"2011","N00002496 (Culmore ward)","N00002496",276,124,33,42,7,30,31,9,13,16,3,7,6
"2011","N00002497 (Culmore ward)","N00002497",402,133,65,66,16,59,54,9,23,31,11,3,17
"2011","N00002498 (Culmore ward)","N00002498",835,254,120,137,26,117,160,21,48,61,23,6,32
"2011","N00002499 (Culmore ward)","N00002499",500,166,54,75,21,59,105,20,28,26,8,4,14
"2011","N00002500 (Culmore ward)","N00002500",393,88,63,62,19,53,100,8,23,24,7,0,17
"2011","N00002501 (Culmore ward)","N00002501",1172,152,106,183,32,177,498,24,72,93,33,5,55
"2011","N00002502 (Culmore ward)","N00002502",384,73,37,37,17,54,147,19,9,19,7,1,11
"2011","N00002503 (Ebrington ward)","N00002503",263,77,11,28,5,15,115,12,8,8,3,0,5
"2011","N00002504 (Ebrington ward)","N00002504",232,121,22,25,5,15,33,11,5,3,1,0,2
"2011","N00002505 (Ebrington ward)","N00002505",215,77,25,27,9,24,42,11,9,8,1,2,5
"2011","N00002506 (Ebrington ward)","N00002506",234,84,42,30,6,23,41,8,12,8,3,1,4
"2011","N00002507 (Ebrington ward)","N00002507",226,79,36,48,7,26,18,12,8,26,9,1,16
"2011","N00002508 (Ebrington ward)","N00002508",161,50,23,29,2,17,22,18,3,5,2,0,3
"2011","N00002509 (Ebrington ward)","N00002509",215,101,21,26,6,23,26,12,2,6,2,0,4
"2011","N00002510 (Ebrington ward)","N00002510",414,158,44,40,15,39,81,37,5,24,12,0,12
"2011","N00002511 (Ebrington ward)","N00002511",137,56,25,20,6,9,15,6,5,4,0,0,4
"2011","N00002512 (Eglinton ward)","N00002512",581,224,50,76,29,55,120,27,17,17,10,1,6
"2011","N00002513 (Eglinton ward)","N00002513",268,58,23,36,12,31,91,17,19,17,4,3,10
"2011","N00002514 (Eglinton ward)","N00002514",324,56,23,73,18,43,105,6,19,22,7,1,14
"2011","N00002515 (Eglinton ward)","N00002515",268,114,17,36,5,21,61,14,9,12,4,1,7
"2011","N00002516 (Eglinton ward)","N00002516",300,70,20,49,16,32,100,13,21,13,2,4,7
"2011","N00002517 (Eglinton ward)","N00002517",255,79,20,38,2,35,65,16,7,12,4,0,8
"2011","N00002518 (Eglinton ward)","N00002518",517,113,44,83,26,75,156,20,33,30,9,4,17
"2011","N00002519 (Eglinton ward)","N00002519",249,69,27,42,13,31,59,8,11,12,3,2,7
"2011","N00002520 (Eglinton ward)","N00002520",596,97,73,95,25,84,205,17,37,30,7,3,20
"2011","N00002521 (Enagh ward)","N00002521",951,276,137,124,21,107,233,53,40,42,12,8,22
"2011","N00002522 (Enagh ward)","N00002522",226,97,27,37,6,27,24,8,16,7,1,2,4
"2011","N00002523 (Enagh ward)","N00002523",263,134,20,31,9,25,38,6,9,14,5,1,8
"2011","N00002524 (Enagh ward)","N00002524",308,76,39,63,9,45,52,24,18,17,5,1,11
"2011","N00002525 (Enagh ward)","N00002525",1316,289,156,195,47,176,402,51,45,88,35,7,46
"2011","N00002526 (Enagh ward)","N00002526",813,157,66,105,19,95,346,25,17,38,10,4,24
"2011","N00002527 (Enagh ward)","N00002527",332,36,16,49,4,35,180,12,17,25,12,1,12
"2011","N00002528 (Foyle Springs ward)","N00002528",239,37,24,45,14,38,75,6,14,27,9,4,14
"2011","N00002529 (Foyle Springs ward)","N00002529",343,78,35,55,20,39,116,0,15,32,13,1,18
"2011","N00002530 (Foyle Springs ward)","N00002530",285,46,40,46,11,39,98,5,16,24,9,3,12
"2011","N00002531 (Foyle Springs ward)","N00002531",402,79,47,72,17,74,104,9,24,39,20,1,18
"2011","N00002532 (Foyle Springs ward)","N00002532",294,68,29,51,16,50,71,9,15,22,13,3,6
"2011","N00002533 (Foyle Springs ward)","N00002533",717,268,93,94,26,97,129,10,17,40,11,5,24
"2011","N00002534 (Foyle Springs ward)","N00002534",355,140,35,52,14,39,69,6,6,21,8,3,10
"2011","N00002535 (Foyle Springs ward)","N00002535",394,78,50,65,16,57,115,13,21,41,19,5,17
"2011","N00002536 (Holly Mount ward)","N00002536",450,104,71,76,17,68,97,17,11,18,6,5,7
"2011","N00002537 (Holly Mount ward)","N00002537",1261,477,137,170,56,152,219,50,45,77,22,11,44
"2011","N00002538 (Holly Mount ward)","N00002538",532,102,75,78,21,71,171,14,22,38,14,2,22
"2011","N00002539 (Holly Mount ward)","N00002539",218,99,31,26,6,19,28,9,10,10,5,2,3
"2011","N00002540 (Holly Mount ward)","N00002540",1389,302,142,246,48,214,401,36,62,83,34,12,37
"2011","N00002541 (Kilfennan ward)","N00002541",1070,299,112,166,48,158,237,50,28,40,19,2,19
"2011","N00002542 (Kilfennan ward)","N00002542",267,49,32,46,7,39,77,17,10,20,4,0,16
"2011","N00002543 (Kilfennan ward)","N00002543",213,63,23,45,5,25,42,10,4,11,5,0,6
"2011","N00002544 (Kilfennan ward)","N00002544",499,91,58,80,19,77,151,23,12,21,13,4,4
"2011","N00002545 (Kilfennan ward)","N00002545",228,54,25,47,7,39,46,10,6,14,4,3,7
"2011","N00002546 (Kilfennan ward)","N00002546",201,45,31,29,10,27,49,10,7,9,2,1,6
"2011","N00002547 (Lisnagelvin ward)","N00002547",828,292,93,117,39,102,154,31,26,32,11,2,19
"2011","N00002548 (Lisnagelvin ward)","N00002548",485,218,57,60,19,49,65,17,10,17,1,3,13
"2011","N00002549 (Lisnagelvin ward)","N00002549",197,67,26,26,9,17,44,8,2,6,1,1,4
"2011","N00002550 (Lisnagelvin ward)","N00002550",233,56,36,34,11,31,55,10,5,7,2,1,4
"2011","N00002551 (Lisnagelvin ward)","N00002551",281,105,39,49,14,27,38,9,7,14,2,2,10
"2011","N00002552 (Lisnagelvin ward)","N00002552",225,81,37,36,10,18,31,12,4,9,3,1,5
"2011","N00002553 (Lisnagelvin ward)","N00002553",214,97,22,21,6,23,40,5,2,6,3,0,3
"2011","N00002554 (Lisnagelvin ward)","N00002554",291,61,36,59,16,52,58,9,12,17,7,4,6
"2011","N00002555 (New Buildings ward)","N00002555",286,80,46,62,16,35,38,9,14,13,7,1,5
"2011","N00002556 (New Buildings ward)","N00002556",242,91,39,38,9,31,30,4,6,13,4,1,8
"2011","N00002557 (New Buildings ward)","N00002557",275,91,34,44,10,32,45,19,6,13,3,2,8
"2011","N00002558 (New Buildings ward)","N00002558",242,89,25,41,10,27,41,9,9,7,5,0,2
"2011","N00002559 (New Buildings ward)","N00002559",230,103,37,35,11,15,22,7,5,10,7,0,3
"2011","N00002560 (New Buildings ward)","N00002560",369,53,31,50,17,50,155,13,18,31,6,2,23
