"date","geography","geography code","Qualifications: All categories: Highest level of qualification; measures: Value","Qualifications: No qualifications; measures: Value","Qualifications: Highest level of qualification: Level 1 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 2 qualifications; measures: Value","Qualifications: Highest level of qualification: Apprenticeship; measures: Value","Qualifications: Highest level of qualification: Level 3 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 4 qualifications and above; measures: Value","Qualifications: Highest level of qualification: Other qualifications; measures: Value","Qualifications: Schoolchildren and full-time students: Age 16 to 17; measures: Value","Qualifications: Schoolchildren and full-time students: Age 18 and over; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: In employment; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: Unemployed; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically inactive; measures: Value"
"2011","N00002651 (Ballymaglave ward)","N00002651",351,65,40,68,24,40,102,12,13,9,6,0,3
"2011","N00002652 (Ballymaglave ward)","N00002652",231,111,34,29,2,24,22,9,9,7,1,1,5
"2011","N00002653 (Ballymote ward)","N00002653",341,78,29,48,16,47,105,18,4,14,5,0,9
"2011","N00002654 (Ballymote ward)","N00002654",274,105,32,34,8,34,52,9,6,12,6,1,5
"2011","N00002655 (Ballymote ward)","N00002655",253,106,37,42,9,16,31,12,6,14,6,1,7
"2011","N00002656 (Ballymote ward)","N00002656",485,131,69,81,21,61,102,20,19,15,5,3,7
"2011","N00002657 (Ballymote ward)","N00002657",285,99,38,47,13,34,39,15,16,13,7,1,5
"2011","N00002658 (Ballymote ward)","N00002658",304,98,37,54,14,46,40,15,12,15,8,1,6
"2011","N00002659 (Ballymote ward)","N00002659",242,101,27,42,9,25,26,12,16,11,3,1,7
"2011","N00002660 (Ballynahinch East ward)","N00002660",343,82,34,51,20,47,91,18,12,18,6,0,12
"2011","N00002661 (Ballynahinch East ward)","N00002661",383,141,49,54,18,46,59,16,10,15,7,1,7
"2011","N00002662 (Ballynahinch East ward)","N00002662",299,82,33,42,12,41,76,13,5,13,5,0,8
"2011","N00002663 (Ballynahinch East ward)","N00002663",250,50,24,54,22,32,59,9,8,12,5,0,7
"2011","N00002664 (Ballynahinch East ward)","N00002664",245,95,35,37,11,23,29,15,5,10,3,2,5
"2011","N00002665 (Ballynahinch East ward)","N00002665",227,61,32,35,17,29,41,12,4,10,5,0,5
"2011","N00002666 (Ballynahinch East ward)","N00002666",212,58,28,33,10,28,48,7,12,4,2,1,1
"2011","N00002667 (Castlewellan ward)","N00002667",639,233,80,100,42,69,96,19,25,27,8,0,19
"2011","N00002668 (Castlewellan ward)","N00002668",231,61,34,40,10,32,43,11,12,13,5,0,8
"2011","N00002669 (Castlewellan ward)","N00002669",391,95,43,62,29,64,89,9,14,9,5,0,4
"2011","N00002670 (Castlewellan ward)","N00002670",1392,368,167,233,76,193,306,49,60,82,37,3,42
"2011","N00002671 (Cathedral ward)","N00002671",1021,207,124,226,62,143,232,27,55,62,29,4,29
"2011","N00002672 (Cathedral ward)","N00002672",233,101,35,38,5,23,22,9,9,14,3,0,11
"2011","N00002673 (Cathedral ward)","N00002673",1021,343,118,164,44,123,196,33,28,50,22,6,22
"2011","N00002674 (Cathedral ward)","N00002674",223,105,31,31,10,26,17,3,7,13,3,0,10
"2011","N00002675 (Crossgar ward)","N00002675",311,67,38,52,23,37,83,11,15,15,9,1,5
"2011","N00002676 (Crossgar ward)","N00002676",584,183,67,102,29,80,103,20,19,25,6,2,17
"2011","N00002677 (Crossgar ward)","N00002677",342,86,35,65,17,47,77,15,17,18,8,0,10
"2011","N00002678 (Crossgar ward)","N00002678",296,57,42,47,18,40,75,17,11,18,7,0,11
"2011","N00002679 (Crossgar ward)","N00002679",399,102,38,57,21,55,101,25,19,17,8,3,6
"2011","N00002680 (Crossgar ward)","N00002680",343,71,28,46,15,58,113,12,20,24,9,0,15
"2011","N00002681 (Crossgar ward)","N00002681",337,64,32,44,20,46,118,13,11,10,6,0,4
"2011","N00002682 (Derryboy ward)","N00002682",341,67,30,48,17,61,114,4,25,18,9,0,9
"2011","N00002683 (Derryboy ward)","N00002683",315,76,23,55,24,42,85,10,12,20,7,1,12
"2011","N00002684 (Derryboy ward)","N00002684",364,76,35,47,22,43,132,9,13,10,3,1,6
"2011","N00002685 (Derryboy ward)","N00002685",301,53,32,64,11,46,89,6,19,15,3,0,12
"2011","N00002686 (Derryboy ward)","N00002686",280,71,31,32,9,38,93,6,5,12,4,0,8
"2011","N00002687 (Derryboy ward)","N00002687",240,62,24,55,15,23,57,4,10,8,3,0,5
"2011","N00002688 (Derryboy ward)","N00002688",323,86,25,51,17,47,81,16,10,12,4,0,8
"2011","N00002689 (Derryboy ward)","N00002689",240,101,29,43,11,24,27,5,3,11,5,1,5
"2011","N00002690 (Donard ward)","N00002690",215,61,20,28,7,20,68,11,3,12,2,2,8
"2011","N00002691 (Donard ward)","N00002691",257,58,24,45,13,27,79,11,7,18,8,0,10
"2011","N00002692 (Donard ward)","N00002692",238,70,22,27,7,22,81,9,7,8,4,1,3
"2011","N00002693 (Donard ward)","N00002693",316,147,28,29,9,23,68,12,8,12,5,1,6
"2011","N00002694 (Donard ward)","N00002694",268,44,28,57,14,22,91,12,9,13,3,1,9
"2011","N00002695 (Donard ward)","N00002695",318,42,33,62,14,44,114,9,23,21,9,3,9
"2011","N00002696 (Donard ward)","N00002696",260,55,19,45,10,40,85,6,10,16,7,3,6
"2011","N00002697 (Donard ward)","N00002697",283,52,25,54,19,28,91,14,14,11,6,0,5
"2011","N00002698 (Donard ward)","N00002698",419,56,41,54,15,51,188,14,12,16,8,2,6
"2011","N00002699 (Drumaness ward)","N00002699",283,111,30,49,9,39,37,8,6,11,1,1,9
"2011","N00002700 (Drumaness ward)","N00002700",401,80,51,81,23,75,80,11,18,21,9,1,11
"2011","N00002701 (Drumaness ward)","N00002701",402,101,52,55,30,50,99,15,24,18,9,1,8
"2011","N00002702 (Drumaness ward)","N00002702",291,93,27,61,19,41,39,11,12,17,5,1,11
"2011","N00002703 (Drumaness ward)","N00002703",461,91,57,65,35,71,134,8,20,29,15,3,11
"2011","N00002704 (Drumaness ward)","N00002704",419,62,51,70,26,64,136,10,28,25,11,0,14
"2011","N00002705 (Drumaness ward)","N00002705",351,70,33,63,32,52,94,7,20,28,11,2,15
"2011","N00002706 (Drumaness ward)","N00002706",343,99,29,41,28,49,73,24,7,14,9,0,5
"2011","N00002707 (Dundrum ward)","N00002707",423,85,44,63,21,61,131,18,12,21,10,3,8
"2011","N00002708 (Dundrum ward)","N00002708",214,110,30,27,7,16,18,6,5,10,3,0,7
"2011","N00002709 (Dundrum ward)","N00002709",362,56,42,62,18,47,121,16,13,14,7,0,7
"2011","N00002710 (Dundrum ward)","N00002710",325,90,30,64,12,52,67,10,8,11,4,1,6
"2011","N00002711 (Dundrum ward)","N00002711",595,142,51,86,28,74,189,25,12,26,7,5,14
"2011","N00002712 (Dundrum ward)","N00002712",285,79,34,42,20,37,55,18,8,17,10,1,6
"2011","N00002713 (Dunmore ward)","N00002713",308,83,37,41,22,38,80,7,11,8,2,2,4
"2011","N00002714 (Dunmore ward)","N00002714",406,89,35,66,19,60,118,19,18,20,8,0,12
"2011","N00002715 (Dunmore ward)","N00002715",330,80,31,52,19,37,94,17,12,12,7,1,4
"2011","N00002716 (Dunmore ward)","N00002716",277,69,24,44,13,40,71,16,8,16,11,0,5
"2011","N00002717 (Dunmore ward)","N00002717",428,111,44,75,24,64,93,17,19,24,7,4,13
"2011","N00002718 (Dunmore ward)","N00002718",368,78,32,64,18,53,105,18,11,20,13,0,7
"2011","N00002719 (Dunmore ward)","N00002719",273,55,22,33,20,40,87,16,5,11,5,1,5
"2011","N00002720 (Killough ward)","N00002720",257,64,24,49,16,38,58,8,5,13,7,0,6
"2011","N00002721 (Killough ward)","N00002721",281,73,23,36,17,41,79,12,7,19,12,0,7
"2011","N00002722 (Killough ward)","N00002722",325,71,32,52,15,43,102,10,16,19,12,0,7
"2011","N00002723 (Killough ward)","N00002723",310,97,30,51,16,39,69,8,9,27,10,1,16
"2011","N00002724 (Killough ward)","N00002724",197,57,18,35,8,24,43,12,2,17,8,0,9
"2011","N00002725 (Killough ward)","N00002725",317,71,50,50,19,39,76,12,13,12,6,0,6
"2011","N00002726 (Killough ward)","N00002726",1025,224,180,207,48,122,189,55,22,41,25,0,16
"2011","N00002727 (Killyleagh ward)","N00002727",316,83,55,68,24,32,45,9,20,19,4,5,10
"2011","N00002728 (Killyleagh ward)","N00002728",823,220,133,117,47,96,188,22,28,30,8,2,20
"2011","N00002729 (Killyleagh ward)","N00002729",218,95,37,31,8,23,23,1,6,8,5,0,3
"2011","N00002730 (Killyleagh ward)","N00002730",223,88,30,41,15,17,24,8,5,9,4,0,5
"2011","N00002731 (Killyleagh ward)","N00002731",225,82,29,38,18,22,24,12,6,9,5,0,4
"2011","N00002732 (Killyleagh ward)","N00002732",236,67,33,32,15,30,40,19,10,5,1,0,4
"2011","N00002733 (Killyleagh ward)","N00002733",340,98,29,54,15,49,83,12,7,9,5,0,4
"2011","N00002734 (Kilmore ward)","N00002734",351,63,32,62,16,47,117,14,15,18,9,2,7
"2011","N00002735 (Kilmore ward)","N00002735",339,85,26,45,21,38,111,13,12,12,5,2,5
"2011","N00002736 (Kilmore ward)","N00002736",299,69,28,43,24,44,83,8,13,14,7,1,6
"2011","N00002737 (Kilmore ward)","N00002737",271,64,22,39,15,35,87,9,11,9,3,0,6
"2011","N00002738 (Kilmore ward)","N00002738",378,88,41,52,27,47,115,8,17,25,11,2,12
"2011","N00002739 (Kilmore ward)","N00002739",328,60,33,55,14,44,114,8,16,20,3,2,15
"2011","N00002740 (Kilmore ward)","N00002740",293,62,34,47,22,39,80,9,11,8,3,0,5
"2011","N00002741 (Kilmore ward)","N00002741",340,59,43,54,19,41,109,15,17,12,3,1,8
"2011","N00002742 (Murlough ward)","N00002742",302,85,57,62,7,40,46,5,10,18,3,2,13
"2011","N00002743 (Murlough ward)","N00002743",292,91,26,48,16,34,63,14,5,13,1,0,12
"2011","N00002744 (Murlough ward)","N00002744",216,92,30,35,12,18,16,13,4,12,4,4,4
"2011","N00002745 (Murlough ward)","N00002745",251,106,34,41,11,28,23,8,10,16,6,1,9
"2011","N00002746 (Murlough ward)","N00002746",235,61,24,41,14,33,47,15,9,7,1,0,6
"2011","N00002747 (Murlough ward)","N00002747",227,75,23,32,9,21,55,12,4,5,3,1,1
"2011","N00002748 (Murlough ward)","N00002748",259,66,32,54,11,29,62,5,12,7,4,0,3
"2011","N00002749 (Quoile ward)","N00002749",268,66,19,45,26,42,54,16,13,10,6,0,4
"2011","N00002750 (Quoile ward)","N00002750",213,83,26,37,8,22,32,5,4,5,2,2,1
"2011","N00002751 (Quoile ward)","N00002751",252,97,24,32,4,32,56,7,11,7,1,2,4
"2011","N00002752 (Quoile ward)","N00002752",261,73,24,42,7,21,84,10,6,7,2,1,4
"2011","N00002753 (Quoile ward)","N00002753",415,75,29,67,16,52,167,9,22,26,13,0,13
"2011","N00002754 (Quoile ward)","N00002754",320,49,29,37,16,54,126,9,19,20,7,1,12
"2011","N00002755 (Quoile ward)","N00002755",452,123,35,60,10,52,158,14,16,23,8,5,10
"2011","N00002756 (Saintfield ward)","N00002756",269,46,26,46,7,31,100,13,3,12,7,0,5
"2011","N00002757 (Saintfield ward)","N00002757",375,84,42,59,19,54,103,14,10,18,7,0,11
"2011","N00002758 (Saintfield ward)","N00002758",208,72,24,39,6,16,43,8,5,7,2,2,3
"2011","N00002759 (Saintfield ward)","N00002759",246,49,31,47,7,38,64,10,12,9,3,2,4
"2011","N00002760 (Saintfield ward)","N00002760",247,43,33,40,14,30,81,6,12,19,7,1,11
"2011","N00002761 (Saintfield ward)","N00002761",760,108,74,131,25,108,294,20,30,44,13,6,25
"2011","N00002762 (Saintfield ward)","N00002762",297,50,19,44,12,31,132,9,8,16,3,0,13
"2011","N00002763 (Saintfield ward)","N00002763",321,83,29,38,18,43,101,9,10,22,6,2,14
"2011","N00002764 (Seaforde ward)","N00002764",348,73,36,55,16,45,112,11,8,22,9,3,10
"2011","N00002765 (Seaforde ward)","N00002765",304,81,39,41,15,40,71,17,7,18,4,1,13
"2011","N00002766 (Seaforde ward)","N00002766",372,86,40,67,25,48,94,12,12,11,6,0,5
"2011","N00002767 (Seaforde ward)","N00002767",293,62,36,48,17,44,77,9,11,13,6,0,7
"2011","N00002768 (Seaforde ward)","N00002768",296,94,30,52,16,51,43,10,8,14,8,0,6
"2011","N00002769 (Seaforde ward)","N00002769",381,86,44,47,18,53,115,18,15,21,12,1,8
"2011","N00002770 (Seaforde ward)","N00002770",373,79,43,56,20,60,98,17,20,25,12,1,12
"2011","N00002771 (Shimna ward)","N00002771",226,91,24,33,12,20,36,10,8,8,4,1,3
"2011","N00002772 (Shimna ward)","N00002772",252,65,33,31,16,25,68,14,11,8,2,1,5
"2011","N00002773 (Shimna ward)","N00002773",173,69,32,21,5,20,16,10,3,6,3,2,1
"2011","N00002774 (Shimna ward)","N00002774",486,51,42,82,26,60,206,19,19,29,13,5,11
"2011","N00002775 (Shimna ward)","N00002775",381,74,42,51,15,44,137,18,12,20,11,2,7
"2011","N00002776 (Shimna ward)","N00002776",251,59,27,38,16,26,75,10,6,14,6,0,8
"2011","N00002777 (Shimna ward)","N00002777",184,60,34,27,4,31,24,4,9,15,7,0,8
"2011","N00002778 (Shimna ward)","N00002778",228,73,27,38,1,30,48,11,3,3,0,0,3
"2011","N00002779 (Strangford ward)","N00002779",367,76,35,58,26,55,105,12,11,14,6,0,8
"2011","N00002780 (Strangford ward)","N00002780",311,82,23,35,16,47,99,9,3,13,4,0,9
"2011","N00002781 (Strangford ward)","N00002781",334,57,28,43,15,40,133,18,7,14,7,1,6
"2011","N00002782 (Strangford ward)","N00002782",391,88,30,59,19,52,134,9,19,20,14,1,5
"2011","N00002783 (Strangford ward)","N00002783",329,67,38,57,14,42,101,10,18,22,11,0,11
"2011","N00002784 (Strangford ward)","N00002784",413,86,48,76,32,57,97,17,23,24,9,2,13
"2011","N00002785 (Tollymore ward)","N00002785",436,131,42,60,25,70,97,11,19,19,2,4,13
"2011","N00002786 (Tollymore ward)","N00002786",397,95,33,70,33,58,98,10,17,31,9,2,20
"2011","N00002787 (Tollymore ward)","N00002787",359,114,40,57,28,38,70,12,13,27,7,2,18
"2011","N00002788 (Tollymore ward)","N00002788",321,82,41,45,13,41,85,14,16,18,11,0,7
"2011","N00002789 (Tollymore ward)","N00002789",414,138,50,62,14,52,82,16,9,24,10,1,13
"2011","N00002790 (Tollymore ward)","N00002790",384,83,41,60,24,51,100,25,10,20,10,0,10
"2011","N00002791 (Tollymore ward)","N00002791",336,66,28,48,22,32,121,19,21,12,3,0,9
"2011","N00003667 (Annalong ward)","N00003667",309,97,35,34,19,38,77,9,3,10,5,3,2
"2011","N00003668 (Annalong ward)","N00003668",332,108,39,63,23,40,49,10,4,15,2,1,12
"2011","N00003669 (Annalong ward)","N00003669",327,98,47,43,24,47,60,8,13,13,6,0,7
"2011","N00003670 (Annalong ward)","N00003670",325,85,30,47,12,54,87,10,12,19,7,4,8
"2011","N00003671 (Annalong ward)","N00003671",230,112,32,34,7,26,13,6,5,11,1,0,10
"2011","N00003672 (Annalong ward)","N00003672",230,84,22,31,14,28,43,8,6,7,4,1,2
"2011","N00003673 (Annalong ward)","N00003673",207,84,25,20,17,28,24,9,5,0,0,0,0
"2011","N00003674 (Annalong ward)","N00003674",308,78,37,31,24,40,73,25,9,11,1,1,9
"2011","N00003675 (Annalong ward)","N00003675",251,89,23,38,14,32,40,15,9,10,3,1,6
"2011","N00003676 (Ballybot ward)","N00003676",235,98,34,25,8,23,34,13,4,5,2,1,2
"2011","N00003677 (Ballybot ward)","N00003677",223,91,28,37,11,30,18,8,12,11,2,3,6
"2011","N00003678 (Ballybot ward)","N00003678",305,137,42,40,10,22,37,17,12,14,7,1,6
"2011","N00003679 (Ballybot ward)","N00003679",255,98,31,37,16,24,39,10,6,15,4,2,9
"2011","N00003680 (Ballybot ward)","N00003680",215,97,24,24,6,21,33,10,5,8,3,0,5
"2011","N00003681 (Ballybot ward)","N00003681",334,116,26,37,12,32,74,37,12,5,2,0,3
"2011","N00003682 (Ballybot ward)","N00003682",196,115,16,15,7,17,22,4,4,5,1,0,4
"2011","N00003683 (Bessbrook ward)","N00003683",291,126,29,37,12,28,48,11,5,7,4,0,3
"2011","N00003684 (Bessbrook ward)","N00003684",250,91,33,51,10,25,28,12,11,16,3,5,8
"2011","N00003685 (Bessbrook ward)","N00003685",281,105,27,50,12,34,43,10,10,15,8,1,6
"2011","N00003686 (Bessbrook ward)","N00003686",311,141,38,34,13,28,40,17,11,16,6,1,9
"2011","N00003687 (Bessbrook ward)","N00003687",367,138,50,49,16,45,58,11,13,24,11,3,10
"2011","N00003688 (Bessbrook ward)","N00003688",272,100,42,37,18,28,35,12,8,7,4,0,3
"2011","N00003689 (Bessbrook ward)","N00003689",218,109,32,27,4,20,19,7,2,7,2,0,5
"2011","N00003690 (Binnian ward)","N00003690",399,115,56,52,25,58,70,23,12,16,4,1,11
"2011","N00003691 (Binnian ward)","N00003691",344,97,37,56,26,54,58,16,12,20,6,1,13
"2011","N00003692 (Binnian ward)","N00003692",310,115,25,35,14,32,75,14,8,12,3,3,6
"2011","N00003693 (Binnian ward)","N00003693",319,109,43,40,19,50,47,11,11,15,6,0,9
"2011","N00003694 (Binnian ward)","N00003694",373,110,46,69,30,41,68,9,18,16,8,1,7
"2011","N00003695 (Binnian ward)","N00003695",307,75,38,40,23,60,54,17,13,17,3,0,14
"2011","N00003696 (Binnian ward)","N00003696",317,125,38,44,17,34,44,15,11,7,2,0,5
"2011","N00003697 (Burren and Kilbroney ward)","N00003697",358,99,40,59,20,55,77,8,25,25,8,2,15
"2011","N00003698 (Burren and Kilbroney ward)","N00003698",480,132,43,69,32,65,119,20,17,28,5,3,20
"2011","N00003699 (Burren and Kilbroney ward)","N00003699",297,58,26,44,19,35,109,6,15,22,7,1,14
"2011","N00003700 (Burren and Kilbroney ward)","N00003700",332,93,27,44,25,28,103,12,18,21,9,2,10
"2011","N00003701 (Burren and Kilbroney ward)","N00003701",442,92,39,77,32,54,131,17,20,31,14,1,16
"2011","N00003702 (Burren and Kilbroney ward)","N00003702",560,79,43,89,30,70,230,19,26,30,13,3,14
"2011","N00003703 (Burren and Kilbroney ward)","N00003703",411,67,51,65,17,55,145,11,20,19,7,0,12
"2011","N00003704 (Burren and Kilbroney ward)","N00003704",334,91,39,51,19,45,79,10,9,12,5,0,7
"2011","N00003705 (Camlough ward)","N00003705",342,108,41,47,21,36,74,15,8,12,3,5,4
"2011","N00003706 (Camlough ward)","N00003706",374,115,37,61,19,49,69,24,16,15,5,1,9
"2011","N00003707 (Camlough ward)","N00003707",425,101,44,73,36,73,85,13,18,41,22,5,14
"2011","N00003708 (Camlough ward)","N00003708",397,110,47,58,28,54,86,14,22,23,5,4,14
"2011","N00003709 (Camlough ward)","N00003709",300,96,42,54,15,26,59,8,18,16,9,1,6
"2011","N00003710 (Camlough ward)","N00003710",338,127,43,43,17,37,60,11,12,18,7,1,10
"2011","N00003711 (Camlough ward)","N00003711",389,94,41,70,24,44,99,17,15,17,4,1,12
"2011","N00003712 (Clonallan ward)","N00003712",302,57,47,51,13,40,77,17,9,8,2,0,6
"2011","N00003713 (Clonallan ward)","N00003713",279,66,43,52,9,36,56,17,14,20,5,2,13
"2011","N00003714 (Clonallan ward)","N00003714",298,103,40,39,16,48,35,17,9,24,10,2,12
"2011","N00003715 (Clonallan ward)","N00003715",240,97,27,21,7,24,46,18,5,5,1,0,4
"2011","N00003716 (Clonallan ward)","N00003716",272,91,32,29,14,33,59,14,3,9,2,0,7
"2011","N00003717 (Clonallan ward)","N00003717",238,68,27,27,14,31,53,18,7,5,1,0,4
"2011","N00003718 (Clonallan ward)","N00003718",1081,180,103,204,48,157,345,44,68,69,22,4,43
"2011","N00003719 (Clonallan ward)","N00003719",316,50,35,58,14,43,94,22,12,20,9,0,11
"2011","N00003720 (Clonallan ward)","N00003720",336,69,51,49,28,43,81,15,17,31,13,2,16
"2011","N00003721 (Creggan ward)","N00003721",458,146,51,52,31,49,101,28,16,19,4,0,15
"2011","N00003722 (Creggan ward)","N00003722",349,116,26,45,22,42,83,15,9,13,3,1,9
"2011","N00003723 (Creggan ward)","N00003723",321,101,24,49,27,34,68,18,19,19,1,2,16
"2011","N00003724 (Creggan ward)","N00003724",322,111,42,52,13,36,62,6,16,19,3,1,15
"2011","N00003725 (Creggan ward)","N00003725",221,89,29,22,10,28,36,7,7,7,3,0,4
"2011","N00003726 (Creggan ward)","N00003726",346,108,45,52,24,44,53,20,16,29,9,2,18
"2011","N00003727 (Creggan ward)","N00003727",274,106,35,37,14,16,46,20,10,12,0,1,11
"2011","N00003728 (Crossmaglen ward)","N00003728",281,106,33,35,16,35,44,12,14,15,5,1,9
"2011","N00003729 (Crossmaglen ward)","N00003729",323,125,33,38,21,30,57,19,4,9,3,0,6
"2011","N00003730 (Crossmaglen ward)","N00003730",344,103,38,53,23,39,70,18,18,29,6,6,17
"2011","N00003731 (Crossmaglen ward)","N00003731",302,85,25,55,19,38,57,23,12,18,4,3,11
"2011","N00003732 (Crossmaglen ward)","N00003732",563,243,63,74,20,34,76,53,12,27,9,3,15
"2011","N00003733 (Crossmaglen ward)","N00003733",284,125,41,42,12,19,31,14,17,18,6,3,9
"2011","N00003734 (Daisy Hill ward)","N00003734",302,106,49,46,6,41,35,19,20,17,5,1,11
"2011","N00003735 (Daisy Hill ward)","N00003735",240,111,26,31,9,30,23,10,9,11,0,2,9
"2011","N00003736 (Daisy Hill ward)","N00003736",277,108,34,42,5,34,36,18,11,14,7,0,7
"2011","N00003737 (Daisy Hill ward)","N00003737",366,104,65,59,12,44,61,21,27,27,7,6,14
"2011","N00003738 (Daisy Hill ward)","N00003738",246,90,34,38,9,23,32,20,2,14,3,3,8
"2011","N00003739 (Daisy Hill ward)","N00003739",316,99,42,38,6,34,71,26,12,9,3,2,4
"2011","N00003740 (Daisy Hill ward)","N00003740",205,63,32,21,7,27,46,9,6,14,5,2,7
"2011","N00003741 (Daisy Hill ward)","N00003741",213,86,24,26,8,19,30,20,1,7,4,1,2
"2011","N00003742 (Daisy Hill ward)","N00003742",254,102,37,28,14,26,35,12,8,15,4,4,7
"2011","N00003743 (Derryleckagh ward)","N00003743",393,93,48,63,15,67,83,24,20,24,14,0,10
"2011","N00003744 (Derryleckagh ward)","N00003744",309,100,32,51,10,46,55,15,11,19,7,1,11
"2011","N00003745 (Derryleckagh ward)","N00003745",358,95,30,58,23,37,105,10,18,10,2,1,7
"2011","N00003746 (Derryleckagh ward)","N00003746",242,54,24,43,11,26,64,20,16,13,7,0,6
"2011","N00003747 (Derryleckagh ward)","N00003747",256,76,28,32,10,18,73,19,5,14,5,2,7
"2011","N00003748 (Derryleckagh ward)","N00003748",306,95,36,40,24,40,63,8,14,11,4,1,6
"2011","N00003749 (Derryleckagh ward)","N00003749",366,55,31,68,11,48,123,30,11,28,11,4,13
"2011","N00003750 (Derryleckagh ward)","N00003750",358,60,38,60,7,56,125,12,15,33,18,2,13
"2011","N00003751 (Derryleckagh ward)","N00003751",451,67,34,77,16,48,190,19,14,26,9,1,16
"2011","N00003752 (Derryleckagh ward)","N00003752",327,55,41,42,14,44,105,26,11,26,9,3,14
"2011","N00003753 (Derrymore ward)","N00003753",372,123,40,56,13,50,76,14,16,19,10,1,8
"2011","N00003754 (Derrymore ward)","N00003754",279,70,32,49,11,28,73,16,9,17,6,0,11
"2011","N00003755 (Derrymore ward)","N00003755",359,114,33,40,17,40,83,32,12,24,12,0,12
"2011","N00003756 (Derrymore ward)","N00003756",221,100,38,41,5,20,11,6,12,10,1,3,6
"2011","N00003757 (Derrymore ward)","N00003757",273,96,33,45,4,27,52,16,8,17,6,1,10
"2011","N00003758 (Derrymore ward)","N00003758",415,109,32,65,23,59,103,24,13,25,11,1,13
"2011","N00003759 (Derrymore ward)","N00003759",263,97,25,32,11,32,55,11,5,10,5,0,5
"2011","N00003760 (Derrymore ward)","N00003760",231,105,31,33,6,18,27,11,4,7,2,0,5
"2011","N00003761 (Donaghmore ward)","N00003761",285,77,37,41,15,35,63,17,10,9,4,0,5
"2011","N00003762 (Donaghmore ward)","N00003762",374,89,42,56,23,44,105,15,11,17,10,0,7
"2011","N00003763 (Donaghmore ward)","N00003763",359,98,40,63,20,37,91,10,12,18,6,2,10
"2011","N00003764 (Donaghmore ward)","N00003764",441,109,63,74,23,58,100,14,20,24,12,1,11
"2011","N00003765 (Donaghmore ward)","N00003765",330,95,44,50,18,37,69,17,9,20,8,3,9
"2011","N00003766 (Donaghmore ward)","N00003766",383,100,31,58,18,48,110,18,15,26,11,1,14
"2011","N00003767 (Donaghmore ward)","N00003767",383,103,40,56,19,42,109,14,22,25,8,0,17
"2011","N00003768 (Drumalane ward)","N00003768",468,71,46,63,22,56,172,38,18,19,6,4,9
"2011","N00003769 (Drumalane ward)","N00003769",298,72,33,35,14,38,83,23,6,13,4,3,6
"2011","N00003770 (Drumalane ward)","N00003770",375,134,43,48,12,50,53,35,7,19,4,1,14
"2011","N00003771 (Drumalane ward)","N00003771",374,97,32,50,14,47,88,46,7,29,14,5,10
"2011","N00003772 (Drumalane ward)","N00003772",166,88,10,17,2,17,26,6,2,6,2,0,4
"2011","N00003773 (Drumalane ward)","N00003773",286,82,30,38,9,34,65,28,7,8,1,2,5
"2011","N00003774 (Drumalane ward)","N00003774",286,71,29,43,16,30,82,15,16,17,9,0,8
"2011","N00003775 (Drumalane ward)","N00003775",427,74,32,62,15,55,174,15,8,24,12,0,12
"2011","N00003776 (Drumgullion ward)","N00003776",305,102,36,49,8,39,60,11,8,16,4,0,12
"2011","N00003777 (Drumgullion ward)","N00003777",230,107,25,28,16,16,27,11,7,10,6,1,3
"2011","N00003778 (Drumgullion ward)","N00003778",313,107,58,33,12,32,42,29,12,12,1,3,8
"2011","N00003779 (Drumgullion ward)","N00003779",267,129,26,36,20,18,26,12,17,18,8,0,10
"2011","N00003780 (Drumgullion ward)","N00003780",280,51,42,54,16,36,66,15,17,25,8,1,16
