"date","geography","geography code","Occupation: All categories: Occupation; measures: Value","Occupation: 1. Managers, directors and senior officials; measures: Value","Occupation: 2. Professional occupations; measures: Value","Occupation: 3. Associate professional and technical occupations; measures: Value","Occupation: 4. Administrative and secretarial occupations; measures: Value","Occupation: 5. Skilled trades occupations; measures: Value","Occupation: 6. Caring, leisure and other service occupations; measures: Value","Occupation: 7. Sales and customer service occupations; measures: Value","Occupation: 8. Process plant and machine operatives; measures: Value","Occupation: 9. Elementary occupations; measures: Value"
"2011","Northern and Irvine Valley Rural - 01","S01007925",253,32,44,30,16,81,11,10,15,14
"2011","Northern and Irvine Valley Rural - 02","S01007926",267,33,45,39,33,50,20,19,14,14
"2011","Northern and Irvine Valley Rural - 03","S01007927",358,45,68,58,32,82,30,18,11,14
"2011","Northern and Irvine Valley Rural - 04","S01007928",473,68,88,76,46,68,41,26,33,27
"2011","Northern and Irvine Valley Rural - 05","S01007929",417,56,85,57,28,89,33,25,19,25
"2011","Northern and Irvine Valley Rural - 06","S01007930",344,50,71,36,27,74,21,24,19,22
"2011","Northern and Irvine Valley Rural - 07","S01007931",509,63,138,77,57,47,24,33,33,37
"2011","Stewarton East - 01","S01007932",385,46,92,58,41,32,37,31,24,24
"2011","Stewarton East - 02","S01007933",397,40,71,55,37,52,40,36,22,44
"2011","Stewarton East - 03","S01007934",320,23,42,49,44,36,27,38,21,40
"2011","Stewarton East - 04","S01007935",368,26,65,46,49,83,29,30,14,26
"2011","Stewarton East - 05","S01007936",545,64,135,87,76,56,27,42,29,29
"2011","Stewarton West - 01","S01007937",567,53,110,95,75,60,47,58,35,34
"2011","Stewarton West - 02","S01007938",334,22,36,39,49,56,40,38,18,36
"2011","Stewarton West - 03","S01007939",348,17,24,40,38,50,51,41,45,42
"2011","Darvel - 01","S01007940",457,35,62,50,54,76,42,29,48,61
"2011","Darvel - 02","S01007941",348,37,53,35,45,54,36,34,29,25
"2011","Darvel - 03","S01007942",236,14,29,31,33,37,23,17,28,24
"2011","Darvel - 04","S01007943",281,18,42,38,36,46,17,30,23,31
"2011","Darvel - 05","S01007944",410,33,49,43,35,67,44,41,51,47
"2011","Newmilns - 01","S01007945",342,32,58,37,31,56,29,26,32,41
"2011","Newmilns - 02","S01007946",343,26,48,46,41,39,32,33,31,47
"2011","Newmilns - 03","S01007947",331,30,60,33,39,55,26,30,20,38
"2011","Newmilns - 04","S01007948",223,12,14,20,17,43,31,15,30,41
"2011","Galston - 01","S01007949",366,21,53,52,55,54,38,36,32,25
"2011","Galston - 02","S01007950",452,46,83,58,64,75,35,38,31,22
"2011","Galston - 03","S01007951",363,28,60,40,43,59,36,31,26,40
"2011","Galston - 04","S01007952",252,28,19,28,27,42,28,30,31,19
"2011","Galston - 05","S01007953",434,24,42,41,41,74,58,36,62,56
"2011","Galston - 06","S01007954",280,10,20,24,19,44,46,29,46,42
"2011","Earlston and Hurlford Rural - 01","S01007955",370,13,15,30,32,60,61,44,64,51
"2011","Earlston and Hurlford Rural - 02","S01007956",319,18,22,21,25,36,58,36,44,59
"2011","Earlston and Hurlford Rural - 03","S01007957",397,22,30,38,37,62,43,63,50,52
"2011","Earlston and Hurlford Rural - 04","S01007958",341,21,28,22,35,55,55,32,43,50
"2011","Earlston and Hurlford Rural - 05","S01007959",391,34,48,40,45,70,37,33,37,47
"2011","Earlston and Hurlford Rural - 06","S01007960",329,17,27,29,35,49,48,34,38,52
"2011","Earlston and Hurlford Rural - 07","S01007961",447,40,54,49,42,115,22,31,34,60
"2011","Shortlees - 01","S01007962",245,13,13,21,26,36,37,30,35,34
"2011","Shortlees - 02","S01007963",249,14,17,16,17,31,36,37,30,51
"2011","Shortlees - 03","S01007964",299,14,22,20,21,59,38,37,22,66
"2011","Shortlees - 04","S01007965",237,11,12,17,30,28,36,31,30,42
"2011","Shortlees - 05","S01007966",328,20,26,20,27,45,51,39,41,59
"2011","Shortlees - 06","S01007967",237,8,9,20,20,23,50,30,22,55
"2011","Bellfield and Kirkstyle - 01","S01007968",373,10,29,33,44,58,50,40,45,64
"2011","Bellfield and Kirkstyle - 02","S01007969",363,19,29,37,51,45,54,44,24,60
"2011","Bellfield and Kirkstyle - 03","S01007970",397,27,36,41,33,72,50,39,49,50
"2011","Bellfield and Kirkstyle - 04","S01007971",385,17,38,37,40,47,38,46,53,69
"2011","Bellfield and Kirkstyle - 05","S01007972",397,13,30,34,37,73,56,55,42,57
"2011","Kilmarnock South Central and Caprington - 01","S01007973",469,33,72,60,66,72,43,38,42,43
"2011","Kilmarnock South Central and Caprington - 02","S01007974",332,19,31,27,34,43,38,32,47,61
"2011","Kilmarnock South Central and Caprington - 03","S01007975",279,10,23,24,30,51,38,40,26,37
"2011","Kilmarnock South Central and Caprington - 04","S01007976",301,12,35,37,39,45,36,31,24,42
"2011","Piersland - 01","S01007977",374,28,68,46,40,49,43,40,33,27
"2011","Piersland - 02","S01007978",308,19,43,42,25,45,29,47,18,40
"2011","Piersland - 03","S01007979",439,35,113,71,44,48,41,29,26,32
"2011","Piersland - 04","S01007980",339,38,48,39,41,44,37,24,26,42
"2011","Piersland - 05","S01007981",252,28,41,31,36,32,20,25,22,17
"2011","New Farm Loch South - 01","S01007982",249,22,39,35,35,35,18,31,9,25
"2011","New Farm Loch South - 02","S01007983",281,11,19,22,33,46,32,32,33,53
"2011","New Farm Loch South - 03","S01007984",357,29,60,36,42,37,42,33,35,43
"2011","New Farm Loch South - 04","S01007985",352,22,24,18,37,51,44,45,44,67
"2011","Dean and New Farm Loch North - 01","S01007986",255,15,28,28,28,27,40,19,31,39
"2011","Dean and New Farm Loch North - 02","S01007987",387,24,59,41,53,56,40,33,29,52
"2011","Dean and New Farm Loch North - 03","S01007988",334,13,27,34,41,51,49,34,33,52
"2011","Dean and New Farm Loch North - 04","S01007989",324,24,17,27,37,52,46,31,37,53
"2011","Dean and New Farm Loch North - 05","S01007990",449,31,38,43,64,52,62,59,39,61
"2011","Southcraig and Beansburn - 01","S01007991",567,65,133,104,74,59,28,53,24,27
"2011","Southcraig and Beansburn - 02","S01007992",384,41,86,62,42,49,24,32,17,31
"2011","Southcraig and Beansburn - 03","S01007993",474,28,93,57,56,65,58,48,38,31
"2011","Southcraig and Beansburn - 04","S01007994",486,62,109,109,53,50,31,23,24,25
"2011","Southcraig and Beansburn - 05","S01007995",517,43,109,92,65,55,41,41,30,41
"2011","Southcraig and Beansburn - 06","S01007996",240,23,58,42,22,34,17,14,14,16
"2011","Southcraig and Beansburn - 07","S01007997",337,32,87,53,44,40,15,28,17,21
"2011","Southcraig and Beansburn - 08","S01007998",263,35,63,50,21,24,17,22,13,18
"2011","Altonhill North and Onthank - 01","S01007999",318,10,16,23,18,63,52,43,34,59
"2011","Altonhill North and Onthank - 02","S01008000",349,18,23,29,28,33,72,30,39,77
"2011","Altonhill North and Onthank - 03","S01008001",286,12,11,14,25,33,49,43,32,67
"2011","Altonhill North and Onthank - 04","S01008002",283,13,7,26,21,49,40,27,44,56
"2011","Altonhill North and Onthank - 05","S01008003",284,15,32,34,30,43,33,27,34,36
"2011","Altonhill North and Onthank - 06","S01008004",329,21,52,45,38,44,32,33,32,32
"2011","Altonhill South, Longpark and Hillhead - 01","S01008005",297,23,65,39,33,28,40,33,18,18
"2011","Altonhill South, Longpark and Hillhead - 02","S01008006",173,7,8,14,10,26,22,21,26,39
"2011","Altonhill South, Longpark and Hillhead - 03","S01008007",168,3,12,13,13,15,29,21,29,33
"2011","Altonhill South, Longpark and Hillhead - 04","S01008008",252,18,18,33,25,23,34,22,24,55
"2011","Altonhill South, Longpark and Hillhead - 05","S01008009",302,21,43,31,25,36,32,42,31,41
"2011","Altonhill South, Longpark and Hillhead - 06","S01008010",392,35,37,56,44,62,39,41,24,54
"2011","Altonhill South, Longpark and Hillhead - 07","S01008011",248,25,35,27,23,26,32,26,18,36
"2011","Bonnyton and Town Centre - 01","S01008012",416,42,63,51,44,52,44,50,27,43
"2011","Bonnyton and Town Centre - 02","S01008013",315,28,51,49,45,29,28,23,22,40
"2011","Bonnyton and Town Centre - 03","S01008014",321,24,68,46,34,29,34,29,33,24
"2011","Bonnyton and Town Centre - 04","S01008015",348,21,47,32,34,38,36,45,40,55
"2011","Bonnyton and Town Centre - 05","S01008016",353,16,51,26,46,60,46,25,28,55
"2011","Grange, Howard and Gargieston - 01","S01008017",407,41,113,54,43,41,34,36,17,28
"2011","Grange, Howard and Gargieston - 02","S01008018",308,26,79,44,31,37,18,42,10,21
"2011","Grange, Howard and Gargieston - 03","S01008019",367,43,112,53,29,40,20,27,16,27
"2011","Grange, Howard and Gargieston - 04","S01008020",351,25,59,51,39,54,21,38,25,39
"2011","Grange, Howard and Gargieston - 05","S01008021",276,28,79,43,38,26,17,22,10,13
"2011","Grange, Howard and Gargieston - 06","S01008022",371,41,82,64,44,30,26,28,26,30
"2011","Grange, Howard and Gargieston - 07","S01008023",402,49,80,58,52,47,28,47,19,22
"2011","Grange, Howard and Gargieston - 08","S01008024",415,48,102,94,55,37,26,25,13,15
"2011","Crosshouse, Gatehead and Kilmaurs Rural - 01","S01008025",393,28,57,38,49,56,47,34,34,50
"2011","Crosshouse, Gatehead and Kilmaurs Rural - 02","S01008026",484,31,59,51,49,77,59,37,48,73
"2011","Crosshouse, Gatehead and Kilmaurs Rural - 03","S01008027",263,24,28,21,32,39,31,28,23,37
"2011","Crosshouse, Gatehead and Kilmaurs Rural - 04","S01008028",315,21,45,31,38,54,39,21,28,38
"2011","Crosshouse, Gatehead and Kilmaurs Rural - 05","S01008029",436,51,83,47,43,85,39,28,18,42
"2011","Kilmaurs - 01","S01008030",518,44,111,83,58,68,47,41,34,32
"2011","Kilmaurs - 02","S01008031",403,29,54,45,49,53,46,43,41,43
"2011","Kilmaurs - 03","S01008032",441,28,55,46,63,57,49,39,51,53
"2011","IZ01 - 01","S01008163",332,27,24,25,30,55,49,43,31,48
"2011","IZ01 - 02","S01008164",531,24,31,58,46,58,71,104,25,114
"2011","IZ01 - 03","S01008165",441,56,76,72,59,67,37,34,19,21
"2011","IZ01 - 04","S01008166",257,12,20,25,21,50,43,26,17,43
"2011","IZ01 - 05","S01008167",310,18,14,24,31,53,44,43,41,42
"2011","IZ01 - 06","S01008168",369,19,36,40,53,43,39,37,39,63
"2011","IZ01 - 07","S01008169",376,26,28,28,49,54,65,41,38,47
"2011","IZ02 - 01","S01008170",326,45,65,51,43,28,28,31,19,16
"2011","IZ02 - 02","S01008171",350,24,58,43,50,42,37,40,21,35
"2011","IZ02 - 03","S01008172",267,26,23,31,50,35,23,41,14,24
"2011","IZ02 - 04","S01008173",357,23,50,49,72,37,30,40,16,40
"2011","IZ02 - 05","S01008174",305,20,41,32,60,44,25,38,20,25
"2011","IZ02 - 06","S01008175",410,29,53,51,74,53,43,35,29,43
"2011","IZ02 - 07","S01008176",385,57,104,55,37,39,28,26,13,26
"2011","IZ03 - 01","S01008177",340,26,55,45,45,37,41,31,27,33
"2011","IZ03 - 02","S01008178",307,22,43,43,57,31,31,35,20,25
"2011","IZ03 - 03","S01008179",294,31,56,50,41,33,30,28,14,11
"2011","IZ03 - 04","S01008180",286,30,61,41,60,29,20,26,7,12
"2011","IZ03 - 05","S01008181",337,42,55,42,69,37,30,34,15,13
"2011","IZ04 - 01","S01008182",525,33,88,74,67,56,46,64,32,65
"2011","IZ04 - 02","S01008183",341,28,65,51,42,40,35,34,20,26
"2011","IZ04 - 03","S01008184",398,47,62,48,65,40,36,39,18,43
"2011","IZ04 - 04","S01008185",506,36,76,58,81,64,52,54,29,56
"2011","IZ04 - 05","S01008186",326,23,66,56,48,35,27,27,17,27
"2011","IZ04 - 06","S01008187",297,20,42,34,29,38,37,38,22,37
"2011","IZ05 - 01","S01008188",387,28,43,45,49,46,45,50,25,56
"2011","IZ05 - 02","S01008189",274,18,45,32,48,30,34,25,14,28
"2011","IZ05 - 03","S01008190",402,21,41,27,45,48,63,50,28,79
"2011","IZ05 - 04","S01008191",222,16,20,26,31,32,25,29,11,32
"2011","IZ05 - 05","S01008192",432,34,68,51,54,44,47,44,30,60
"2011","IZ05 - 06","S01008193",389,30,75,48,43,31,54,45,17,46
"2011","IZ06 - 01","S01008194",296,28,53,32,32,42,33,32,18,26
"2011","IZ06 - 02","S01008195",385,24,22,40,44,52,62,60,30,51
"2011","IZ06 - 03","S01008196",355,21,14,30,45,53,57,56,30,49
"2011","IZ07 - 01","S01008197",596,58,100,105,83,78,57,36,44,35
"2011","IZ07 - 02","S01008198",318,16,20,33,30,64,43,42,17,53
"2011","IZ07 - 03","S01008199",331,16,13,25,30,56,43,38,40,70
"2011","IZ07 - 04","S01008200",249,11,20,21,34,39,30,29,26,39
"2011","IZ07 - 05","S01008201",329,17,20,39,41,49,36,37,28,62
"2011","IZ07 - 06","S01008202",269,27,20,35,48,34,35,24,11,35
"2011","IZ07 - 07","S01008203",240,22,14,23,26,37,26,29,24,39
"2011","IZ08 - 01","S01008204",339,30,47,47,48,51,37,23,28,28
"2011","IZ08 - 02","S01008205",334,26,29,29,31,52,53,34,30,50
"2011","IZ08 - 03","S01008206",292,18,20,26,34,59,37,25,30,43
"2011","IZ08 - 04","S01008207",277,17,9,16,41,48,44,36,25,41
"2011","IZ08 - 05","S01008208",474,37,75,62,72,64,42,36,37,49
"2011","IZ08 - 06","S01008209",328,37,34,44,51,43,35,44,21,19
"2011","IZ09 - 01","S01008210",456,42,53,55,70,78,49,35,35,39
"2011","IZ09 - 02","S01008211",435,30,78,56,66,46,55,35,36,33
"2011","IZ09 - 03","S01008212",341,29,50,47,72,50,26,21,23,23
"2011","IZ09 - 04","S01008213",531,41,88,85,77,56,49,62,40,33
"2011","IZ09 - 05","S01008214",289,19,39,32,41,43,35,37,18,25
"2011","IZ09 - 06","S01008215",378,23,51,50,64,41,45,37,24,43
"2011","IZ09 - 07","S01008216",292,27,38,40,58,36,20,26,23,24
"2011","IZ09 - 08","S01008217",321,50,63,67,43,34,19,14,9,22
"2011","IZ10 - 01","S01008218",645,71,129,93,98,73,56,50,25,50
"2011","IZ10 - 02","S01008219",522,43,66,71,65,73,65,48,38,53
"2011","IZ10 - 03","S01008220",265,7,16,22,19,55,45,38,25,38
"2011","IZ10 - 04","S01008221",285,26,21,25,26,38,37,37,21,54
"2011","IZ10 - 05","S01008222",240,19,16,18,28,32,34,34,29,30
"2011","IZ10 - 06","S01008223",249,14,22,27,37,28,35,34,21,31
"2011","IZ10 - 07","S01008224",552,37,58,76,90,82,75,60,36,38
"2011","IZ10 - 08","S01008225",379,20,37,47,46,57,51,43,32,46
"2011","IZ11 - 01","S01008226",321,13,17,32,36,44,50,43,29,57
"2011","IZ11 - 02","S01008227",375,21,20,25,43,55,63,41,42,65
"2011","IZ11 - 03","S01008228",339,28,43,61,44,47,31,41,25,19
"2011","IZ11 - 04","S01008229",324,25,16,45,43,44,36,32,28,55
"2011","IZ11 - 05","S01008230",488,43,53,86,72,77,42,46,37,32
"2011","IZ11 - 06","S01008231",444,57,63,51,68,75,40,40,29,21
"2011","IZ11 - 07","S01008232",390,27,66,64,58,60,28,43,17,27
"2011","IZ11 - 08","S01008233",272,27,45,46,36,39,30,11,14,24
"2011","IZ12 - 01","S01008234",173,9,13,19,23,29,34,15,12,19
"2011","IZ12 - 02","S01008235",401,25,46,50,52,84,51,26,29,38
"2011","IZ12 - 03","S01008236",414,35,80,48,53,74,42,26,27,29
"2011","IZ12 - 04","S01008237",426,42,53,41,44,70,53,42,32,49
"2011","IZ13 - 01","S01008238",342,17,27,38,37,54,48,38,41,42
"2011","IZ13 - 02","S01008239",411,42,44,46,46,73,52,34,27,47
"2011","IZ13 - 03","S01008240",398,37,100,67,43,46,35,30,15,25
"2011","IZ13 - 04","S01008241",301,51,67,51,36,36,26,14,7,13
"2011","IZ13 - 05","S01008242",383,41,71,52,46,56,41,29,16,31
"2011","IZ13 - 06","S01008243",460,65,122,62,45,52,32,14,22,46
"2011","IZ13 - 07","S01008244",242,29,65,35,30,22,21,10,9,21
"2011","IZ14 - 01","S01008245",507,58,129,80,52,49,56,27,25,31
"2011","IZ14 - 02","S01008246",524,70,144,89,54,59,40,18,21,29
"2011","IZ14 - 03","S01008247",434,64,82,62,37,66,45,25,24,29
"2011","IZ14 - 04","S01008248",424,43,92,40,40,68,43,23,30,45
"2011","IZ14 - 05","S01008249",445,78,101,62,32,79,41,6,18,28
"2011","IZ14 - 06","S01008250",533,83,148,75,56,60,33,31,13,34
"2011","IZ15 - 01","S01008251",381,54,124,52,45,26,26,17,16,21
"2011","IZ15 - 02","S01008252",406,46,89,62,54,41,28,42,16,28
"2011","IZ15 - 03","S01008253",352,18,54,33,35,66,47,20,34,45
"2011","IZ15 - 04","S01008254",441,27,61,48,34,64,69,34,44,60
"2011","IZ15 - 05","S01008255",359,27,66,36,39,48,49,35,22,37
"2011","IZ16 - 01","S01008256",400,27,53,27,26,63,51,40,39,74
"2011","IZ16 - 02","S01008257",256,19,49,38,23,35,31,19,19,23
"2011","IZ16 - 03","S01008258",477,44,80,67,60,49,47,49,34,47
"2011","IZ16 - 04","S01008259",392,52,82,46,40,48,41,19,24,40
"2011","IZ16 - 05","S01008260",388,24,46,37,44,41,68,27,41,60
"2011","IZ16 - 06","S01008261",437,23,45,44,36,74,60,45,43,67
"2011","IZ17 - 01","S01008262",333,34,81,35,17,56,35,14,16,45
"2011","IZ17 - 02","S01008263",286,44,89,35,31,30,14,14,7,22
"2011","IZ17 - 03","S01008264",344,26,51,41,33,56,48,24,25,40
"2011","IZ17 - 04","S01008265",278,46,84,43,29,21,16,12,7,20
"2011","IZ17 - 05","S01008266",282,54,79,41,30,23,21,14,4,16
"2011","IZ17 - 06","S01008267",406,61,84,52,36,52,38,21,14,48
"2011","IZ18 - 01","S01008268",365,91,115,59,23,16,24,7,6,24
"2011","IZ18 - 02","S01008269",283,36,72,45,41,15,25,22,9,18
"2011","IZ18 - 03","S01008270",296,42,96,52,29,22,16,15,9,15
"2011","IZ18 - 04","S01008271",318,54,46,40,29,39,44,25,11,30
"2011","IZ19 - 01","S01008272",482,65,98,72,44,57,41,31,14,60
"2011","IZ19 - 02","S01008273",367,50,90,59,42,26,25,29,15,31
"2011","IZ19 - 03","S01008274",304,26,32,23,27,54,44,28,16,54
"2011","IZ19 - 04","S01008275",258,33,76,36,23,27,17,8,9,29
"2011","IZ19 - 05","S01008276",276,43,81,35,24,26,18,15,9,25
"2011","IZ20 - 01","S01008277",264,51,56,38,17,49,19,10,10,14
"2011","IZ20 - 02","S01008278",371,55,111,62,31,28,27,19,16,22
"2011","IZ20 - 03","S01008279",335,29,69,41,33,57,30,19,22,35
"2011","IZ20 - 04","S01008280",481,55,116,68,44,68,44,23,23,40
"2011","IZ20 - 05","S01008281",394,43,77,53,38,71,35,14,27,36
"2011","IZ20 - 06","S01008282",365,48,60,52,32,71,29,14,17,42
"2011","IZ20 - 07","S01008283",278,36,77,35,38,24,20,11,14,23
"2011","IZ21 - 01","S01008284",437,57,83,53,38,63,51,23,28,41
"2011","IZ21 - 02","S01008285",316,10,24,19,33,57,54,27,38,54
"2011","IZ21 - 03","S01008286",354,21,44,22,32,63,35,36,44,57
"2011","IZ21 - 04","S01008287",376,33,81,40,32,50,51,16,25,48
"2011","IZ21 - 05","S01008288",401,46,76,47,53,45,35,24,37,38
"2011","IZ22 - 01","S01008289",342,27,41,48,30,58,44,30,25,39
"2011","IZ22 - 02","S01008290",418,58,86,57,36,39,42,35,27,38
"2011","IZ22 - 03","S01008291",315,20,48,41,37,55,32,24,31,27
"2011","IZ22 - 04","S01008292",389,32,58,31,38,35,61,30,41,63
"2011","IZ22 - 05","S01008293",297,45,78,58,40,20,17,18,9,12
"2011","IZ22 - 06","S01008294",463,47,113,68,61,48,37,25,38,26
"2011","West Neilston and Uplawmoor - 01","S01008295",553,39,63,72,87,71,81,47,59,34
"2011","West Neilston and Uplawmoor - 02","S01008296",283,17,45,31,31,41,34,29,25,30
"2011","West Neilston and Uplawmoor - 03","S01008297",393,29,72,63,62,53,42,33,20,19
"2011","West Neilston and Uplawmoor - 04","S01008298",384,24,75,54,44,53,30,42,35,27
"2011","West Neilston and Uplawmoor - 05","S01008299",278,18,37,36,36,35,27,29,16,44
"2011","West Neilston and Uplawmoor - 06","S01008300",362,26,37,37,43,51,66,39,21,42
"2011","West Neilston and Uplawmoor - 07","S01008301",463,35,83,66,79,61,48,35,30,26
"2011","West Neilston and Uplawmoor - 08","S01008302",368,50,96,50,43,45,22,26,14,22
"2011","Cross Stobbs - 01","S01008303",275,32,44,33,46,26,28,21,19,26
"2011","Cross Stobbs - 02","S01008304",232,23,65,31,23,24,17,21,9,19
"2011","Cross Stobbs - 03","S01008305",429,31,75,66,73,51,40,45,17,31
"2011","Cross Stobbs - 04","S01008306",351,19,59,52,53,46,41,38,28,15
"2011","Cross Stobbs - 05","S01008307",313,27,53,54,57,26,23,37,11,25
"2011","Cross Stobbs - 06","S01008308",281,28,62,39,52,28,22,24,13,13
"2011","Dunterlie, East Arthurlie and Dovecothall - 01","S01008309",273,24,36,21,35,37,32,26,22,40
"2011","Dunterlie, East Arthurlie and Dovecothall - 02","S01008310",444,29,68,50,76,46,42,42,45,46
"2011","Dunterlie, East Arthurlie and Dovecothall - 03","S01008311",187,12,20,25,22,24,23,24,13,24
"2011","Dunterlie, East Arthurlie and Dovecothall - 04","S01008312",206,18,41,34,28,17,20,21,7,20
"2011","Dunterlie, East Arthurlie and Dovecothall - 05","S01008313",338,30,31,35,34,31,63,30,38,46
"2011","Dunterlie, East Arthurlie and Dovecothall - 06","S01008314",270,17,30,24,36,31,36,40,25,31
"2011","Dunterlie, East Arthurlie and Dovecothall - 07","S01008315",317,12,32,35,35,43,52,39,28,41
"2011","Dunterlie, East Arthurlie and Dovecothall - 08","S01008316",193,10,21,21,19,21,28,21,20,32
"2011","Dunterlie, East Arthurlie and Dovecothall - 09","S01008317",354,32,52,41,42,36,39,41,36,35
"2011","West Arthurlie and North Neilston - 01","S01008318",486,52,109,69,63,46,36,47,38,26
"2011","West Arthurlie and North Neilston - 02","S01008319",311,23,38,29,49,33,39,31,37,32
"2011","West Arthurlie and North Neilston - 03","S01008320",267,13,28,43,27,30,44,29,31,22
"2011","West Arthurlie and North Neilston - 04","S01008321",303,24,61,38,45,38,32,24,23,18
"2011","West Arthurlie and North Neilston - 05","S01008322",473,29,74,57,73,61,59,45,28,47
"2011","Auchenback - 01","S01008323",304,16,25,24,34,48,41,48,33,35
"2011","Auchenback - 02","S01008324",281,21,37,21,39,35,29,36,33,30
"2011","Auchenback - 03","S01008325",308,11,27,37,44,33,58,23,33,42
"2011","Auchenback - 04","S01008326",395,26,28,27,57,57,47,50,43,60
"2011","Auchenback - 05","S01008327",375,19,32,30,62,43,47,47,42,53
"2011","Crookfur and Fruin - 01","S01008328",358,40,105,62,52,17,33,23,12,14
"2011","Crookfur and Fruin - 02","S01008329",460,61,116,77,66,40,29,47,9,15
"2011","Crookfur and Fruin - 03","S01008330",457,52,95,65,60,41,42,55,17,30
"2011","Crookfur and Fruin - 04","S01008331",342,31,62,62,49,26,33,40,16,23
"2011","Crookfur and Fruin - 05","S01008332",426,57,135,50,57,17,32,42,12,24
"2011","Crookfur and Fruin - 06","S01008333",390,90,107,68,31,22,16,28,14,14
"2011","Crookfur and Fruin - 07","S01008334",324,38,92,63,29,27,21,33,6,15
"2011","Mearns Village, Westacres and Greenfarm - 01","S01008335",306,30,68,47,35,24,34,29,10,29
"2011","Mearns Village, Westacres and Greenfarm - 02","S01008336",299,40,64,37,33,25,30,36,11,23
"2011","Mearns Village, Westacres and Greenfarm - 03","S01008337",465,50,132,86,52,36,41,33,12,23
"2011","Mearns Village, Westacres and Greenfarm - 04","S01008338",449,64,147,71,50,32,21,38,6,20
"2011","Mearns Village, Westacres and Greenfarm - 05","S01008339",377,36,84,71,60,26,21,45,9,25
"2011","Mearns Village, Westacres and Greenfarm - 06","S01008340",472,44,130,67,69,36,28,57,16,25
"2011","Mearns Village, Westacres and Greenfarm - 07","S01008341",369,67,110,61,34,13,17,41,9,17
"2011","Mearns Village, Westacres and Greenfarm - 08","S01008342",409,39,123,60,41,33,22,47,10,34
"2011","Whitecraigs and Broom - 01","S01008343",397,61,136,67,39,18,17,35,7,17
